lon,lat
-53.00398012112693,2.123485461146527
-52.95398012112693,2.123485461146527
-54.20398012112686,2.1734854611465266
-54.153980121126864,2.1734854611465266
-54.10398012112687,2.1734854611465266
-53.103980121126924,2.1734854611465266
-53.053980121126926,2.1734854611465266
-53.00398012112693,2.1734854611465266
-52.95398012112693,2.1734854611465266
-52.903980121126935,2.1734854611465266
-54.35398012112685,2.2234854611465265
-54.303980121126855,2.2234854611465265
-54.25398012112686,2.2234854611465265
-54.20398012112686,2.2234854611465265
-54.153980121126864,2.2234854611465265
-54.10398012112687,2.2234854611465265
-54.05398012112687,2.2234854611465265
-54.00398012112687,2.2234854611465265
-53.20398012112692,2.2234854611465265
-53.15398012112692,2.2234854611465265
-53.103980121126924,2.2234854611465265
-53.053980121126926,2.2234854611465265
-53.00398012112693,2.2234854611465265
-52.95398012112693,2.2234854611465265
-52.903980121126935,2.2234854611465265
-52.85398012112694,2.2234854611465265
-54.45398012112685,2.2734854611465263
-54.40398012112685,2.2734854611465263
-54.35398012112685,2.2734854611465263
-54.303980121126855,2.2734854611465263
-54.25398012112686,2.2734854611465263
-54.20398012112686,2.2734854611465263
-54.153980121126864,2.2734854611465263
-54.10398012112687,2.2734854611465263
-54.05398012112687,2.2734854611465263
-54.00398012112687,2.2734854611465263
-53.953980121126875,2.2734854611465263
-53.603980121126895,2.2734854611465263
-53.253980121126915,2.2734854611465263
-53.20398012112692,2.2734854611465263
-53.15398012112692,2.2734854611465263
-53.103980121126924,2.2734854611465263
-53.053980121126926,2.2734854611465263
-53.00398012112693,2.2734854611465263
-52.95398012112693,2.2734854611465263
-52.903980121126935,2.2734854611465263
-52.85398012112694,2.2734854611465263
-52.80398012112694,2.2734854611465263
-54.503980121126844,2.323485461146526
-54.45398012112685,2.323485461146526
-54.40398012112685,2.323485461146526
-54.35398012112685,2.323485461146526
-54.303980121126855,2.323485461146526
-54.25398012112686,2.323485461146526
-54.20398012112686,2.323485461146526
-54.153980121126864,2.323485461146526
-54.10398012112687,2.323485461146526
-54.05398012112687,2.323485461146526
-54.00398012112687,2.323485461146526
-53.953980121126875,2.323485461146526
-53.90398012112688,2.323485461146526
-53.85398012112688,2.323485461146526
-53.70398012112689,2.323485461146526
-53.65398012112689,2.323485461146526
-53.603980121126895,2.323485461146526
-53.5539801211269,2.323485461146526
-53.5039801211269,2.323485461146526
-53.453980121126904,2.323485461146526
-53.40398012112691,2.323485461146526
-53.30398012112691,2.323485461146526
-53.253980121126915,2.323485461146526
-53.20398012112692,2.323485461146526
-53.15398012112692,2.323485461146526
-53.103980121126924,2.323485461146526
-53.053980121126926,2.323485461146526
-53.00398012112693,2.323485461146526
-52.95398012112693,2.323485461146526
-52.903980121126935,2.323485461146526
-52.85398012112694,2.323485461146526
-52.80398012112694,2.323485461146526
-52.75398012112694,2.323485461146526
-54.45398012112685,2.373485461146526
-54.40398012112685,2.373485461146526
-54.35398012112685,2.373485461146526
-54.303980121126855,2.373485461146526
-54.25398012112686,2.373485461146526
-54.20398012112686,2.373485461146526
-54.153980121126864,2.373485461146526
-54.10398012112687,2.373485461146526
-54.05398012112687,2.373485461146526
-54.00398012112687,2.373485461146526
-53.953980121126875,2.373485461146526
-53.90398012112688,2.373485461146526
-53.85398012112688,2.373485461146526
-53.803980121126884,2.373485461146526
-53.75398012112689,2.373485461146526
-53.70398012112689,2.373485461146526
-53.65398012112689,2.373485461146526
-53.603980121126895,2.373485461146526
-53.5539801211269,2.373485461146526
-53.5039801211269,2.373485461146526
-53.453980121126904,2.373485461146526
-53.40398012112691,2.373485461146526
-53.35398012112691,2.373485461146526
-53.30398012112691,2.373485461146526
-53.253980121126915,2.373485461146526
-53.20398012112692,2.373485461146526
-53.15398012112692,2.373485461146526
-53.103980121126924,2.373485461146526
-53.053980121126926,2.373485461146526
-53.00398012112693,2.373485461146526
-52.95398012112693,2.373485461146526
-52.903980121126935,2.373485461146526
-52.85398012112694,2.373485461146526
-52.80398012112694,2.373485461146526
-52.75398012112694,2.373485461146526
-54.45398012112685,2.4234854611465257
-54.40398012112685,2.4234854611465257
-54.35398012112685,2.4234854611465257
-54.303980121126855,2.4234854611465257
-54.25398012112686,2.4234854611465257
-54.20398012112686,2.4234854611465257
-54.153980121126864,2.4234854611465257
-54.10398012112687,2.4234854611465257
-54.05398012112687,2.4234854611465257
-54.00398012112687,2.4234854611465257
-53.953980121126875,2.4234854611465257
-53.90398012112688,2.4234854611465257
-53.85398012112688,2.4234854611465257
-53.803980121126884,2.4234854611465257
-53.75398012112689,2.4234854611465257
-53.70398012112689,2.4234854611465257
-53.65398012112689,2.4234854611465257
-53.603980121126895,2.4234854611465257
-53.5539801211269,2.4234854611465257
-53.5039801211269,2.4234854611465257
-53.453980121126904,2.4234854611465257
-53.40398012112691,2.4234854611465257
-53.35398012112691,2.4234854611465257
-53.30398012112691,2.4234854611465257
-53.253980121126915,2.4234854611465257
-53.20398012112692,2.4234854611465257
-53.15398012112692,2.4234854611465257
-53.103980121126924,2.4234854611465257
-53.053980121126926,2.4234854611465257
-53.00398012112693,2.4234854611465257
-52.95398012112693,2.4234854611465257
-52.903980121126935,2.4234854611465257
-52.85398012112694,2.4234854611465257
-52.80398012112694,2.4234854611465257
-52.75398012112694,2.4234854611465257
-52.703980121126946,2.4234854611465257
-54.40398012112685,2.4734854611465256
-54.35398012112685,2.4734854611465256
-54.303980121126855,2.4734854611465256
-54.25398012112686,2.4734854611465256
-54.20398012112686,2.4734854611465256
-54.153980121126864,2.4734854611465256
-54.10398012112687,2.4734854611465256
-54.05398012112687,2.4734854611465256
-54.00398012112687,2.4734854611465256
-53.953980121126875,2.4734854611465256
-53.90398012112688,2.4734854611465256
-53.85398012112688,2.4734854611465256
-53.803980121126884,2.4734854611465256
-53.75398012112689,2.4734854611465256
-53.70398012112689,2.4734854611465256
-53.65398012112689,2.4734854611465256
-53.603980121126895,2.4734854611465256
-53.5539801211269,2.4734854611465256
-53.5039801211269,2.4734854611465256
-53.453980121126904,2.4734854611465256
-53.40398012112691,2.4734854611465256
-53.35398012112691,2.4734854611465256
-53.30398012112691,2.4734854611465256
-53.253980121126915,2.4734854611465256
-53.20398012112692,2.4734854611465256
-53.15398012112692,2.4734854611465256
-53.103980121126924,2.4734854611465256
-53.053980121126926,2.4734854611465256
-53.00398012112693,2.4734854611465256
-52.95398012112693,2.4734854611465256
-52.903980121126935,2.4734854611465256
-52.85398012112694,2.4734854611465256
-52.80398012112694,2.4734854611465256
-52.75398012112694,2.4734854611465256
-52.703980121126946,2.4734854611465256
-52.65398012112695,2.4734854611465256
-54.35398012112685,2.5234854611465254
-54.303980121126855,2.5234854611465254
-54.25398012112686,2.5234854611465254
-54.20398012112686,2.5234854611465254
-54.153980121126864,2.5234854611465254
-54.10398012112687,2.5234854611465254
-54.05398012112687,2.5234854611465254
-54.00398012112687,2.5234854611465254
-53.953980121126875,2.5234854611465254
-53.90398012112688,2.5234854611465254
-53.85398012112688,2.5234854611465254
-53.803980121126884,2.5234854611465254
-53.75398012112689,2.5234854611465254
-53.70398012112689,2.5234854611465254
-53.65398012112689,2.5234854611465254
-53.603980121126895,2.5234854611465254
-53.5539801211269,2.5234854611465254
-53.5039801211269,2.5234854611465254
-53.453980121126904,2.5234854611465254
-53.40398012112691,2.5234854611465254
-53.35398012112691,2.5234854611465254
-53.30398012112691,2.5234854611465254
-53.253980121126915,2.5234854611465254
-53.20398012112692,2.5234854611465254
-53.15398012112692,2.5234854611465254
-53.103980121126924,2.5234854611465254
-53.053980121126926,2.5234854611465254
-53.00398012112693,2.5234854611465254
-52.95398012112693,2.5234854611465254
-52.903980121126935,2.5234854611465254
-52.85398012112694,2.5234854611465254
-52.80398012112694,2.5234854611465254
-52.75398012112694,2.5234854611465254
-52.703980121126946,2.5234854611465254
-52.65398012112695,2.5234854611465254
-52.60398012112695,2.5234854611465254
-54.303980121126855,2.573485461146525
-54.25398012112686,2.573485461146525
-54.20398012112686,2.573485461146525
-54.153980121126864,2.573485461146525
-54.10398012112687,2.573485461146525
-54.05398012112687,2.573485461146525
-54.00398012112687,2.573485461146525
-53.953980121126875,2.573485461146525
-53.90398012112688,2.573485461146525
-53.85398012112688,2.573485461146525
-53.803980121126884,2.573485461146525
