point
POINT (-53.00398012112693 2.123485461146527)
POINT (-52.95398012112693 2.123485461146527)
POINT (-54.20398012112686 2.1734854611465266)
POINT (-54.153980121126864 2.1734854611465266)
POINT (-54.10398012112687 2.1734854611465266)
POINT (-53.103980121126924 2.1734854611465266)
POINT (-53.053980121126926 2.1734854611465266)
POINT (-53.00398012112693 2.1734854611465266)
POINT (-52.95398012112693 2.1734854611465266)
POINT (-52.903980121126935 2.1734854611465266)
POINT (-54.35398012112685 2.2234854611465265)
POINT (-54.303980121126855 2.2234854611465265)
POINT (-54.25398012112686 2.2234854611465265)
POINT (-54.20398012112686 2.2234854611465265)
POINT (-54.153980121126864 2.2234854611465265)
POINT (-54.10398012112687 2.2234854611465265)
POINT (-54.05398012112687 2.2234854611465265)
POINT (-54.00398012112687 2.2234854611465265)
POINT (-53.20398012112692 2.2234854611465265)
POINT (-53.15398012112692 2.2234854611465265)
POINT (-53.103980121126924 2.2234854611465265)
POINT (-53.053980121126926 2.2234854611465265)
POINT (-53.00398012112693 2.2234854611465265)
POINT (-52.95398012112693 2.2234854611465265)
POINT (-52.903980121126935 2.2234854611465265)
POINT (-52.85398012112694 2.2234854611465265)
POINT (-54.45398012112685 2.2734854611465263)
POINT (-54.40398012112685 2.2734854611465263)
POINT (-54.35398012112685 2.2734854611465263)
POINT (-54.303980121126855 2.2734854611465263)
POINT (-54.25398012112686 2.2734854611465263)
POINT (-54.20398012112686 2.2734854611465263)
POINT (-54.153980121126864 2.2734854611465263)
POINT (-54.10398012112687 2.2734854611465263)
POINT (-54.05398012112687 2.2734854611465263)
POINT (-54.00398012112687 2.2734854611465263)
POINT (-53.953980121126875 2.2734854611465263)
POINT (-53.603980121126895 2.2734854611465263)
POINT (-53.253980121126915 2.2734854611465263)
POINT (-53.20398012112692 2.2734854611465263)
POINT (-53.15398012112692 2.2734854611465263)
POINT (-53.103980121126924 2.2734854611465263)
POINT (-53.053980121126926 2.2734854611465263)
POINT (-53.00398012112693 2.2734854611465263)
POINT (-52.95398012112693 2.2734854611465263)
POINT (-52.903980121126935 2.2734854611465263)
POINT (-52.85398012112694 2.2734854611465263)
POINT (-52.80398012112694 2.2734854611465263)
POINT (-54.503980121126844 2.323485461146526)
POINT (-54.45398012112685 2.323485461146526)
POINT (-54.40398012112685 2.323485461146526)
POINT (-54.35398012112685 2.323485461146526)
POINT (-54.303980121126855 2.323485461146526)
POINT (-54.25398012112686 2.323485461146526)
POINT (-54.20398012112686 2.323485461146526)
POINT (-54.153980121126864 2.323485461146526)
POINT (-54.10398012112687 2.323485461146526)
POINT (-54.05398012112687 2.323485461146526)
POINT (-54.00398012112687 2.323485461146526)
POINT (-53.953980121126875 2.323485461146526)
POINT (-53.90398012112688 2.323485461146526)
POINT (-53.85398012112688 2.323485461146526)
POINT (-53.70398012112689 2.323485461146526)
POINT (-53.65398012112689 2.323485461146526)
POINT (-53.603980121126895 2.323485461146526)
POINT (-53.5539801211269 2.323485461146526)
POINT (-53.5039801211269 2.323485461146526)
POINT (-53.453980121126904 2.323485461146526)
POINT (-53.40398012112691 2.323485461146526)
POINT (-53.30398012112691 2.323485461146526)
POINT (-53.253980121126915 2.323485461146526)
POINT (-53.20398012112692 2.323485461146526)
POINT (-53.15398012112692 2.323485461146526)
POINT (-53.103980121126924 2.323485461146526)
POINT (-53.053980121126926 2.323485461146526)
POINT (-53.00398012112693 2.323485461146526)
POINT (-52.95398012112693 2.323485461146526)
POINT (-52.903980121126935 2.323485461146526)
POINT (-52.85398012112694 2.323485461146526)
POINT (-52.80398012112694 2.323485461146526)
POINT (-52.75398012112694 2.323485461146526)
POINT (-54.45398012112685 2.373485461146526)
POINT (-54.40398012112685 2.373485461146526)
POINT (-54.35398012112685 2.373485461146526)
POINT (-54.303980121126855 2.373485461146526)
POINT (-54.25398012112686 2.373485461146526)
POINT (-54.20398012112686 2.373485461146526)
POINT (-54.153980121126864 2.373485461146526)
POINT (-54.10398012112687 2.373485461146526)
POINT (-54.05398012112687 2.373485461146526)
POINT (-54.00398012112687 2.373485461146526)
POINT (-53.953980121126875 2.373485461146526)
POINT (-53.90398012112688 2.373485461146526)
POINT (-53.85398012112688 2.373485461146526)
POINT (-53.803980121126884 2.373485461146526)
POINT (-53.75398012112689 2.373485461146526)
POINT (-53.70398012112689 2.373485461146526)
POINT (-53.65398012112689 2.373485461146526)
POINT (-53.603980121126895 2.373485461146526)
POINT (-53.5539801211269 2.373485461146526)
POINT (-53.5039801211269 2.373485461146526)
POINT (-53.453980121126904 2.373485461146526)
POINT (-53.40398012112691 2.373485461146526)
POINT (-53.35398012112691 2.373485461146526)
POINT (-53.30398012112691 2.373485461146526)
POINT (-53.253980121126915 2.373485461146526)
POINT (-53.20398012112692 2.373485461146526)
POINT (-53.15398012112692 2.373485461146526)
POINT (-53.103980121126924 2.373485461146526)
POINT (-53.053980121126926 2.373485461146526)
POINT (-53.00398012112693 2.373485461146526)
POINT (-52.95398012112693 2.373485461146526)
POINT (-52.903980121126935 2.373485461146526)
POINT (-52.85398012112694 2.373485461146526)
POINT (-52.80398012112694 2.373485461146526)
POINT (-52.75398012112694 2.373485461146526)
POINT (-54.45398012112685 2.4234854611465257)
POINT (-54.40398012112685 2.4234854611465257)
POINT (-54.35398012112685 2.4234854611465257)
POINT (-54.303980121126855 2.4234854611465257)
POINT (-54.25398012112686 2.4234854611465257)
POINT (-54.20398012112686 2.4234854611465257)
POINT (-54.153980121126864 2.4234854611465257)
POINT (-54.10398012112687 2.4234854611465257)
POINT (-54.05398012112687 2.4234854611465257)
POINT (-54.00398012112687 2.4234854611465257)
POINT (-53.953980121126875 2.4234854611465257)
POINT (-53.90398012112688 2.4234854611465257)
POINT (-53.85398012112688 2.4234854611465257)
POINT (-53.803980121126884 2.4234854611465257)
POINT (-53.75398012112689 2.4234854611465257)
POINT (-53.70398012112689 2.4234854611465257)
POINT (-53.65398012112689 2.4234854611465257)
POINT (-53.603980121126895 2.4234854611465257)
POINT (-53.5539801211269 2.4234854611465257)
POINT (-53.5039801211269 2.4234854611465257)
POINT (-53.453980121126904 2.4234854611465257)
POINT (-53.40398012112691 2.4234854611465257)
POINT (-53.35398012112691 2.4234854611465257)
POINT (-53.30398012112691 2.4234854611465257)
POINT (-53.253980121126915 2.4234854611465257)
POINT (-53.20398012112692 2.4234854611465257)
POINT (-53.15398012112692 2.4234854611465257)
POINT (-53.103980121126924 2.4234854611465257)
POINT (-53.053980121126926 2.4234854611465257)
POINT (-53.00398012112693 2.4234854611465257)
POINT (-52.95398012112693 2.4234854611465257)
POINT (-52.903980121126935 2.4234854611465257)
POINT (-52.85398012112694 2.4234854611465257)
POINT (-52.80398012112694 2.4234854611465257)
POINT (-52.75398012112694 2.4234854611465257)
POINT (-52.703980121126946 2.4234854611465257)
POINT (-54.40398012112685 2.4734854611465256)
POINT (-54.35398012112685 2.4734854611465256)
POINT (-54.303980121126855 2.4734854611465256)
POINT (-54.25398012112686 2.4734854611465256)
POINT (-54.20398012112686 2.4734854611465256)
POINT (-54.153980121126864 2.4734854611465256)
POINT (-54.10398012112687 2.4734854611465256)
POINT (-54.05398012112687 2.4734854611465256)
POINT (-54.00398012112687 2.4734854611465256)
POINT (-53.953980121126875 2.4734854611465256)
POINT (-53.90398012112688 2.4734854611465256)
POINT (-53.85398012112688 2.4734854611465256)
POINT (-53.803980121126884 2.4734854611465256)
POINT (-53.75398012112689 2.4734854611465256)
POINT (-53.70398012112689 2.4734854611465256)
